Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;1;TRELA;Tomasz Dominik;MÍøczyzna;ekonomista;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;40811;0.4886140510511949;0.09821196515377581;Tak
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;2;GILL-PI•TEK;Hanna Beata;Kobieta;specjalista do spraw konsultingu;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Wiosna Roberta Biedronia;;14422;0.1726689334801973;0.03470664677287385;Tak
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;3;KWIATKOWSKI;Micha≥ Wojciech;MÍøczyzna;dziennikarz;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Lewica Razem;;6319;0.07565490158517313;0.015206718968089715;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;4;PAW£OWSKI;Sylwester Stefan;MÍøczyzna;historyk;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;3120;0.0373545328288875;0.007508302449824325;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;5;FR•CZAK;Tomasz;MÍøczyzna;kierownik projektu;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Wiosna Roberta Biedronia;;1842;0.022053541497054737;0.0044327862540309;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;6;URBA—CZYK;Martyna Natalia;Kobieta;kulturoznawca;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Lewica Razem;;2238;0.02679469374072123;0.005385763103431679;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;7;WIETESKA;Agnieszka Maria;Kobieta;ekonomista;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;2472;0.029596283702887794;0.005948885787168503;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;8;MARKOWSKA-KURC;Maria Wanda;Kobieta;nauczyciel jÍzyka obcego;Koluszki;100607;gm. Koluszki;nie naleøy do partii politycznej;;998;0.011948661462573631;0.0024016941810656015;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;9;RACHALEWSKI;Micha≥ Cezary;MÍøczyzna;biolog;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Lewica Razem;;374;0.004477754896796131;0.0009000336911007364;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;10;OLEJNICZAK;Micha≥ Andrzej;MÍøczyzna;prawnik;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1716;0.02054499305588813;0.004129566347403379;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;11;MELANIUK;Patrycja Karolina;Kobieta;funkcjonariusz s≥uøby penitencjarnej;StrÛøa;100602;gm. Andrespol;nie naleøy do partii politycznej;;943;0.01129016809539773;0.0022693362853154933;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;12;WOJCIECHOWSKI;Igor Marcin;MÍøczyzna;kierownik dzia≥u w lokalu gastronomicznym;ZduÒska Wola;101901;m. ZduÒska Wola;cz≥onek partii politycznej: Wiosna Roberta Biedronia;;409;0.004896796130453522;0.0009842614429417145;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;13;åWIDERSKA;Beata Katarzyna;Kobieta;nauczyciel wychowania fizycznego;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1354;0.016210909439203103;0.0032584107426481207;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;14;SOKO£OWICZ;Mariusz Pawe≥;MÍøczyzna;nauczyciel akademicki - nauki ekonomiczne;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;467;0.0055912073176572;0.0011238388602781923;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;15;WOJECH;Adam;MÍøczyzna;student;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;658;0.007877975192758967;0.0015834817346103865;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;16;MINKIEWICZ;Tomasz Jacek;MÍøczyzna;administrator systemÛw komputerowych;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Lewica Razem;;151;0.001807863608064748;0.00036338258651393365;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;17;KO£ACI—SKI;Jakub Zdzis≥aw;MÍøczyzna;specjalista do spraw stosunkÛw miÍdzynarodowych;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Polska Partia Socjalistyczna;;307;0.0036755902495091233;0.00073879770900515;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;18;PAWLIK-NOWACKA;Wioleta Kamila;Kobieta;ekonomista;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1004;0.012020497102629184;0.0024161332242383406;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;19;P DZIWIATR;Eløbieta Bogumi≥a;Kobieta;przewodnik turystyczny miejski;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1388;0.01661797806618457;0.003340231987293642;Nie
9;£Ûdü;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;20;BORS;Piotr Marcin;MÍøczyzna;socjolog;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;2531;0.030302667496767396;0.006090869711700438;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;1;GRABARCZYK;Tomasz Micha≥;MÍøczyzna;politolog;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Konfederacja WolnoúÊ i Niepodleg≥oúÊ;;13137;0.47551308502551853;0.03161428502671223;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;2;ANTONIAK;Adrian;MÍøczyzna;maszynista;Skierniewice;106301;m. Skierniewice;cz≥onek partii politycznej: Ruch Narodowy;;1003;0.03630506388677743;0.002413726717042884;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;3;LIPCZYK;Krzysztof Gniewomir;MÍøczyzna;ekonomista;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1398;0.0506026712998154;0.003364297059248207;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;4;KAMI—SKI;Micha≥ Antoni;MÍøczyzna;kierowca;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1686;0.06102725594527093;0.004057371131539683;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;5;LUTOMSKI;Dawid Sebastian;MÍøczyzna;statystyk;Andrespol;100602;gm. Andrespol;nie naleøy do partii politycznej;;506;0.018315416078473958;0.0012176926409009964;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;6;STANGRECIAK;Ryszard JÛzef;MÍøczyzna;ekonomista;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;193;0.0069859195714337425;0.00046445588872310727;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;7;JAWORNIK;Piotr;MÍøczyzna;specjalista ds. eksportu;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;960;0.03474861548485177;0.002310246907638254;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;8;S£OTA;Tomasz Andrzej;MÍøczyzna;lobbysta;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Korwin;;468;0.01693995004886524;0.0011262453674736488;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;9;MAZUR;Joanna Sylwia;Kobieta;grafik komputerowy;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1085;0.03927317479277519;0.002611060307070318;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;10;ZIEMBA;Dariusz Zdzis≥aw;MÍøczyzna;technik ekonomista;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Ruch Narodowy;;790;0.02859521482607594;0.0019011406844106464;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;11;DOMAGA£A;Klaudia Ewa;Kobieta;ksiÍgowa;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1043;0.03775292286531292;0.0025099870048611445;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;12;GRANISZ;Patryk Tadeusz;MÍøczyzna;przedstawiciel handlowy;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Ruch Narodowy;;240;0.008687153871212943;0.0005775617269095634;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;13;G”RSKI;Wojciech Antoni;MÍøczyzna;ekonomista;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Korwin;;539;0.019509899735765737;0.0012971073783510612;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;14;KORWIN-MIKKE;Anna;Kobieta;architekt;Warszawa;146514;Wawer;nie naleøy do partii politycznej;;2480;0.08976725666920042;0.005968137844732156;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;15;CIEåLAK;Anna Paulina;Kobieta;pedagog;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;398;0.014406196836428131;0.0009577898637916927;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;16;CIUPKA;Bogus≥aw Piotr;MÍøczyzna;logistyk;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Ruch Narodowy;;211;0.0076374561117747135;0.0005077730182413246;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;17;SZCZESEK;Marzena Eløbieta;Kobieta;krojczy;TeodorÛw;102102;gm. Brzeziny;cz≥onek partii politycznej: Ruch Narodowy;;111;0.004017808665435986;0.0002671222986956731;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;18;MODRZEJEWSKA;Justyna Katarzyna;Kobieta;przedstawiciel handlowy;EufeminÛw;102102;gm. Brzeziny;cz≥onek partii politycznej: Korwin;;294;0.010641763492235857;0.0007075131154642152;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;19;GACEK;Aleksandra Kamila;Kobieta;projektant wnÍtrz;Busko-ZdrÛj;260101;gm. Busko-ZdrÛj;nie naleøy do partii politycznej;;324;0.011727657726137474;0.0007797083313279107;Nie
9;£Ûdü;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;20;KICOWSKI;Przemys≥aw Patryk;MÍøczyzna;inøynier elektryk;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;761;0.027545517066637708;0.0018313519757424074;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;1;ZIMOCH;Tomasz Franciszek;MÍøczyzna;dziennikarz;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;47648;0.3201505072901969;0.114665254849112;Tak
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;2;PI•TKOWSKI;Krzysztof Mariusz;MÍøczyzna;historyk;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;25663;0.17243163340724316;0.061758194157000526;Tak
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;3;åLEDZI—SKA-KATARASI—SKA;Iwona Eløbieta;Kobieta;dziennikarz;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;17254;0.11593092790432037;0.0415218751504067;Tak
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;4;NIEMCZYK;Ma≥gorzata Barbara;Kobieta;ekonomista;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;13421;0.09017671168447222;0.03229773307022188;Tak
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;5;GO£ASZEWSKI;Marcin £ukasz;MÍøczyzna;nauczyciel akademicki;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Nowoczesna;;13253;0.0890479070079957;0.03189343986138519;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;6;KACPRZAK;Tomasz Piotr;MÍøczyzna;prawnik;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;4038;0.02713162668816771;0.009717476055253405;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;7;KOBYLI—SKA;Agata;Kobieta;pedagog;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;2488;0.016717059732580797;0.005987389902295808;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;8;GA£KIEWICZ;Magdalena Anna;Kobieta;programista aplikacji;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Partia Zieloni;;3718;0.024981522542498153;0.00894739375270732;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;9;MAKOWSKI;Krzysztof Micha≥;MÍøczyzna;biotechnolog;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1410;0.00947389639185648;0.003393175145593685;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;10;HENCZ;Marcin Krzysztof;MÍøczyzna;grafik;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;772;0.005187126251427803;0.001857823554892429;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;11;CHOJNACKA-DURAJ;Justyna Maria;Kobieta;ekonomista;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;1486;0.009984546126453;0.0035760696924483806;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;12;MAMULSKA;Monika Joanna;Kobieta;ekonomista;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;1668;0.01120741785930256;0.004014054002021466;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;13;MAJCHRZAK;Antonina;Kobieta;student;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;584;0.00392394006584694;0.0014054002021466044;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;14;CABAN-PIASKOWSKA;Katarzyna Paulina;Kobieta;nauczyciel akademicki;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Nowoczesna;;808;0.005429012967815628;0.0019444578139288637;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;15;NOWAK;Renata Anna;Kobieta;urzÍdnik samorzπdowy;Wπgry;102105;gm. RogÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;621;0.004172545857689982;0.0014944409683784955;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;16;ST PIE—;Rados≥aw Adam;MÍøczyzna;prawnik;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;686;0.004609285762279111;0.001650863936083169;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;17;KARWOWSKI;Mateusz;MÍøczyzna;socjolog;Koluszki;100607;gm. Koluszki;cz≥onek partii politycznej: Platforma Obywatelska RP;;2188;0.014701337096015588;0.005265437743658854;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;18;RAHNEMA-BAJ;Niloufar;Kobieta;lekarz;£Ûdü;106101;m. £Ûdü;cz≥onek partii politycznej: Platforma Obywatelska RP;;459;0.003084055633944769;0.00110458680271454;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;19;KRAWCZYK;Maria Teresa;Kobieta;pielÍgniarka;Tuszyn;100611;gm. Tuszyn;cz≥onek partii politycznej: Platforma Obywatelska RP;;803;0.005395417590539542;0.001932425277951581;Nie
9;£Ûdü;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;20;BONIS£AWSKI;Ryszard Wies≥aw;MÍøczyzna;filolog;£Ûdü;106101;m. £Ûdü;nie naleøy do partii politycznej;;9862;0.06626352213935363;0.023732973961592144;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;1;KLIMCZAK;Dariusz;MÍøczyzna;historyk;Kaliszki;101304;gm. Rawa Mazowiecka;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;15977;0.4419518132278499;0.04613283438147872;Tak
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;2;£UCZKOWSKI;Tomasz;MÍøczyzna;dziennikarz;Opoczno;100704;gm. Opoczno;nie naleøy do partii politycznej;;6184;0.17106027495781584;0.017856008500661227;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;3;J DRASZEK;Teresa Ma≥gorzata;Kobieta;specjalista administracji publicznej;Z≥ota;101502;gm. G≥uchÛw;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1323;0.036596498022184724;0.0038201001368652655;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;4;OåCIK;Eløbieta Teresa;Kobieta;ekonomista;WolbÛrz;101011;gm. WolbÛrz;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1415;0.03914137921495948;0.004085745800199812;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;5;MAJEWSKI;Henryk;MÍøczyzna;rolnik;Niemirowice;101302;gm. Bia≥a Rawska;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;921;0.025476473679842883;0.0026593440862077928;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;6;K•CKI;Bogdan;MÍøczyzna;specjalista administracji publicznej;Rzeczyca;101608;gm. Rzeczyca;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;914;0.02528284141517524;0.0026391319161714684;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;7;CZECHOWSKA;Krystyna;Kobieta;ekonomista;PiotrkÛw Trybunalski;106201;m. PiotrkÛw Trybunalski;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1091;0.030178971536057093;0.0031502110728042366;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;8;FIRST;Agnieszka Teresa;Kobieta;budownictwo ogÛlne inø. budownictwa;Bujny Szlacheckie;100108;gm. ZelÛw;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1301;0.03598793947608642;0.003756576173893961;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;9;WYSZOGRODZKI;Zbigniew Stanis≥aw;MÍøczyzna;specjalista bezpieczeÒstwa i higieny pracy;Skierniewice;106301;m. Skierniewice;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;510;0.014107493568642639;0.0014726009597893315;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;10;GRA£EK;Boøena Maria;Kobieta;nauczyciel przedszkola;TomaszÛw Mazowiecki;101601;m. TomaszÛw Mazowiecki;nie naleøy do partii politycznej;;601;0.01662471300932201;0.0017353591702615454;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;11;G”RSKA;Alicja Bogus≥awa;Kobieta;kucharz;Øytno;101214;gm. Øytno;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;494;0.013664905535116595;0.001426401713992019;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;12;OLSZEWSKA;Graøyna Marianna;Kobieta;rolnik;Skierniewice;106301;m. Skierniewice;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;426;0.011783906392630909;0.0012300549193534416;Nie
10;PiotrkÛw Trybunalski;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;13;WALCZYK;Jacek Bogdan;MÍøczyzna;prawnik;Bukowie GÛrne;100103;gm. Druøbice;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;494;0.013664905535116595;0.001426401713992019;Nie
